,speaker,recording,year,topic,VowelN,t1,t2,timetoIPend,VowelQ,vstress,word,wstress,VoiceQ,hnr_mid,hnr_mean,f0_mid,f0_mean,duration,center
0,S01,21_06_25_Europea_5,2021,same topic,5,11.60869632937935,11.7202520832913,0.8051061100144867,au,4_pre_n,la,,,11.693649503160385,12.394854118829624,133.47594121988513,135.04313872054067,0.11155575391194894,11.664474206335324
1,S01,21_06_25_Europea_5,2021,same topic,4,11.766795212406882,11.865052929428664,0.6470072269869558,io,3_pre_n,Union,,,16.01675777626944,19.07300394510711,131.43977620589752,131.23109387318613,0.09825771702178265,11.815924070917774
2,S01,21_06_25_Europea_5,2021,same topic,3,11.891413418525731,11.980066997793505,0.5223890208681059,eu,2_pre_n,Europea,penultimate,,17.47797058878532,18.10836382176539,124.687123508767,124.6565477391915,0.08865357926777406,11.935740208159618
3,S01,21_06_25_Europea_5,2021,same topic,2,12.021595482718851,12.08217542855183,0.3922069566749862,o,1_pre_n,Europea,penultimate,,16.61675736124537,11.375639632390978,119.58418911848737,118.87738245775306,0.060579945832978765,12.05188545563534
4,S01,21_06_25_Europea_5,2021,same topic,1,12.20579906064924,12.413802439393837,0.20800337874459807,ea,n,Europea,penultimate,whisper,-200.0,,,,0.20800337874459807,12.309800750021537
0,S01,21_07_12_bien_211,2021,new topic,5,11.185870368383155,11.26138489579256,0.8717299406928873,o,4_pre_n,nos,,,0.7513963645881427,1.9917553805752732,147.75375034881546,148.3550124563443,0.07551452740940512,11.223627632087858
1,S01,21_07_12_bien_211,2021,new topic,4,11.400502166567854,11.435298076256501,0.6570981425081879,e,3_pre_n,encuentra,,,11.752081285789906,1.2069903723837994,148.60731160361306,146.27125058613356,0.034795909688646987,11.417900121412178
2,S01,21_07_12_bien_211,2021,new topic,3,11.577443069027144,11.644073534388383,0.48015724004889826,ue,2_pre_n,encuentra,,,3.933809785514316,4.338282544957419,141.64560586361586,142.7146164810588,0.06663046536123929,11.610758301707763
3,S01,21_07_12_bien_211,2021,new topic,2,11.781089682861454,11.852162179246776,0.2765106262145878,a,1_pre_n,encuentra,,,11.540145459165359,6.865676617178297,143.9085466599085,144.0287681557712,0.07107249638532132,11.816625931054116
4,S01,21_07_12_bien_211,2021,new topic,1,11.972097016897006,12.02984342021008,0.08550329217903574,ie,n,bien,ultimate,whisper,-200.0,,218.10954649408887,216.16497938412604,0.05774640331307346,12.000970218553544
0,S01,21_06_08_alta_97,2021,same topic,5,8.939146263837895,8.978721792627747,0.5855492289228224,i,3_pre_n,recibido,,,0.6274931499435241,2.2668419492182377,133.06169783737556,134.37757449098785,0.039575528789852044,8.958934028232822
1,S01,21_06_08_alta_97,2021,same topic,4,9.034420684998647,9.09305109802065,0.49027480776207,i,2_pre_n,recibido,,,19.58274560082259,14.778460966674032,125.49213227094488,124.90190459230244,0.058630413022003225,9.063735891509648
2,S01,21_06_08_alta_97,2021,same topic,3,9.137023907787151,9.189791279506954,0.3876715849735657,oe,1_pre_n,el,,creaky,-1.6465278337418563,-0.8082427413154507,,,0.052767371719802725,9.163407593647053
3,S01,21_06_08_alta_97,2021,same topic,2,9.236695609924555,9.311449386527608,0.2879998828361625,a,n,alta,penultimate,creaky,-200.0,,,,0.07475377660305327,9.274072498226081
4,S01,21_06_08_alta_97,2021,same topic,1,9.418449890292761,9.524695492760717,0.10624560246795589,a,1_post_n,alta,penultimate,whisper,-200.0,,,,0.10624560246795589,9.471572691526738
0,S01,10_12_21_suerte_112,2010,same topic,5,8.87331777785912,8.928987584205737,0.6955047230758282,o,3_post_n,número,,,11.776905612816353,10.785200245702587,131.83958639399333,133.11447795571203,0.05566980634661789,8.901152681032428
1,S01,10_12_21_suerte_112,2010,same topic,4,8.950460223796576,9.001358332456341,0.6183622771383721,e,2_post_n,de,,,12.294102113411961,9.794514345421327,125.49769178303356,124.64993392317426,0.05089810865976574,8.975909278126458
2,S01,10_12_21_suerte_112,2010,same topic,3,9.022830972047181,9.081702034290684,0.5459915288877664,a,1_pre_n,la,,,2.0234121584174853,2.9442144639344456,115.38908935952752,117.98722503797299,0.05887106224350269,9.052266503168934
3,S01,10_12_21_suerte_112,2010,same topic,2,9.191683169522415,9.273918343932872,0.37713933141253264,ue, n,suerte,penultimate,creaky,6.94538244124581,6.027259853195563,111.57084843962531,105.6867919020526,0.08223517441045658,9.232800756727643
4,S01,10_12_21_suerte_112,2010,same topic,1,9.372384144871708,9.5217059089328,0.1964383560632399,e,1_post_n,suerte,penultimate,whisper,-200.0,,,,0.1493217640610922,9.447045026902254
0,S01,21_07_08_vendido_191,2021,adjacent topic,5,8.065415380498996,8.159553778525806,0.668401234734807,o,3_pre_n,todo,,,28.921005345370805,22.655112809701397,221.82177986023748,221.80849680244307,0.09413839802681068,8.112484579512401
1,S01,21_07_08_vendido_191,2021,adjacent topic,4,8.185365919920255,8.261283982845102,0.548450695313548,o,2_pre_n,todo,,,24.4272817938779,21.26949044602158,216.9776994061852,214.74934586058436,0.07591806292484726,8.22332495138268
2,S01,21_07_08_vendido_191,2021,adjacent topic,3,8.299243014307526,8.364532548422895,0.43457360092627617,e,1_pre_n,vendido,penultimate,,9.682444679951963,9.556617702000601,157.85887458027085,155.76649235930083,0.06528953411536875,8.33188778136521
3,S01,21_07_08_vendido_191,2021,adjacent topic,2,8.47689128155167,8.567992957061485,0.25692533368213333,i,n,vendido,penultimate,whisper,-200.0,,,,0.0911016755098153,8.522442119306577
4,S01,21_07_08_vendido_191,2021,adjacent topic,1,8.6105070722994,8.733816615233803,0.12330954293440222,o,1_post_n,vendido,penultimate,whisper,-200.0,,,,0.12330954293440222,8.672161843766602
0,S01,21_06_25_poderes_4,2021,new topic,5,10.7454626795878,10.794746783609579,0.740640734511917,io,3_pre_n,separacion,,,11.11603705806562,7.012473644054381,156.69610305806896,154.28303488756336,0.04928410402177974,10.770104731598689
1,S01,21_06_25_poderes_4,2021,new topic,4,10.896301907048397,10.958334332779726,0.5898015070513196,e,2_pre_n,de,,,11.195186718315034,6.01891690562616,139.7821653802223,135.5817407851735,0.06203242573132961,10.927318119914062
2,S01,21_06_25_poderes_4,2021,new topic,3,11.029311203165353,11.100250443802762,0.4567922109343634,o,1_pre_n,poderes,penultimate,creaky,7.698810671509034,4.116097171098882,112.05328148748266,109.66074677950779,0.07093924063740964,11.064780823484057
3,S01,21_06_25_poderes_4,2021,new topic,2,11.148787818975727,11.20927285572973,0.33731559512398945,e,n,poderes,penultimate,whisper,-200.0,,,,0.06048503675400241,11.179030337352728
4,S01,21_06_25_poderes_4,2021,new topic,1,11.25407658665862,11.341443861969957,0.23202682744109637,e,1_post_n,poderes,penultimate,whisper,-200.0,,,,0.08736727531133681,11.297760224314288
0,S01,21_06_14_EstasPalabras_66,2021,new topic,5,8.643042991625556,8.702534646788495,0.8413274756414211,e,3_pre_n,estas,,,3.236322785613193,4.258590023952903,136.03709478996578,132.99393123550217,0.05949165516293853,8.672788819207025
1,S01,21_06_14_EstasPalabras_66,2021,new topic,4,8.826110946973278,8.881026320969838,0.6582595202936989,a,2_pre_n,estas,,,22.458323249543675,6.6548149290402785,122.05878652503674,127.54796501872727,0.054915373996559325,8.853568633971559
2,S01,21_06_14_EstasPalabras_66,2021,new topic,3,8.984755360741115,9.061026713514114,0.4996151065258623,a,1_pre_n,palabras,penultimate,,2.146105127871194,4.173695596654756,98.77239739421906,93.3663282038447,0.07627135277299857,9.022891037127614
3,S01,21_06_14_EstasPalabras_66,2021,new topic,2,9.103908915789557,9.189332830895314,0.38046155147742056,a,n,palabras,penultimate,whisper,-200.0,,,,0.08542391510575698,9.146620873342435
4,S01,21_06_14_EstasPalabras_66,2021,new topic,1,9.277807600111991,9.34187553644131,0.20656286715498595,a,1_post_n,palabras,penultimate,whisper,-200.0,,294.3474100244842,294.3732259148254,0.06406793632931951,9.309841568276651
0,S01,21_07_06_olvida_140,2021,same topic,6,6.727176034264347,6.9099095199786325,0.8894601295743438,a,3_pre_n,musica,,,10.51035288674094,8.514756814403649,157.35812306521376,162.70260470707728,0.1827334857142855,6.81854277712149
1,S01,21_07_06_olvida_140,2021,same topic,5,7.041836157970045,7.093687331350309,0.5748000058686458,o,2_pre_n,no,,,13.754534555984957,15.191581362749062,156.23442244603075,156.61902389021256,0.051851173380264015,7.067761744660177
2,S01,21_07_06_olvida_140,2021,same topic,4,7.204850542204547,7.274940720479846,0.4117856216341442,eo,1_pre_n,se,,,16.1969704354536,2.8206497030312816,113.26225266087894,112.79697745780872,0.07009017827529984,7.239895631342197
3,S01,21_07_06_olvida_140,2021,same topic,3,7.379663069600865,7.437440091367446,0.23697309423782542,i,n,olvida,penultimate,whisper,-200.0,,,,0.05777702176658028,7.408551580484156
4,S01,21_07_06_olvida_140,2021,same topic,2,7.4996614994237625,7.616636163838691,0.11697466441492832,a,1_post_n,olvida,penultimate,whisper,-200.0,2.9709644102941004,,,0.11697466441492832,7.558148831631227
5,S01,21_07_06_olvida_140,2021,,1,8.879841763325205,20.128,-1.263205599486514, ,,,,,2.52208935758137,5.884314728012845,144.80916581616628,208.02089402291767,11.248158236674795,14.503920881662602
0,S01,10_12_21_legalizen_110,2010,same topic,5,8.521854115890585,8.583010156494796,0.6422411602884495,e,3_pre_n,se,,,4.86588311356518,7.887419601507798,141.28990792144063,142.82121029062566,0.061156040604210204,8.55243213619269
1,S01,10_12_21_legalizen_110,2010,same topic,4,8.63384798188514,8.684274892558786,0.5302472942938952,e,2_pre_n,legalizen,penultimate,,10.805902084112986,7.745268021527396,131.9110836097006,130.93626857391874,0.050426910673646574,8.659061437221963
2,S01,10_12_21_legalizen_110,2010,same topic,3,8.719681021329643,8.793712017850527,0.44441425484939145,a,1_pre_n,legalizen,penultimate,,-200.0,0.4155488791841444,,97.0289556842798,0.07403099652088407,8.756696519590086
3,S01,10_12_21_legalizen_110,2010,same topic,2,8.834482711586668,8.907440795114496,0.32961256459236665,i,n,legalizen,penultimate,,-200.0,,,81.80067935005502,0.07295808352782807,8.870961753350581
4,S01,10_12_21_legalizen_110,2010,same topic,1,9.003315983021647,9.080771782732407,0.16077929315738793,e,1_post_n,legalizen,penultimate,whisper,-200.0,,,,0.07745579971076033,9.042043882877028
0,S01,21_05_10_mundo_276,2021,same topic,5,11.79372184198989,11.879744853531992,0.8434095187976105,e,3_pre_n,en,,,16.618369555616834,15.911464064070955,180.09734994916903,179.42979344249568,0.08602301154210146,11.83673334776094
1,S01,21_05_10_mundo_276,2021,same topic,4,12.021718930501864,12.086074209241012,0.6154124302856374,o,2_pre_n,todo,,,15.367274480941818,11.359712381482927,131.22941278346343,134.3728478859651,0.06435527873914815,12.053896569871437
2,S01,21_05_10_mundo_276,2021,same topic,3,12.116789228639242,12.208100620292331,0.5203421321482598,oe,1_pre_n,el,,,6.14674483590949,9.762739078629412,117.04291458672998,114.90948484040209,0.09131139165308966,12.162444924465786
3,S01,21_05_10_mundo_276,2021,same topic,2,12.306096158372398,12.382883706867972,0.3310352024151033,u,n,mundo,penultimate,whisper,-200.0,,,,0.07678754849557379,12.344489932620185
4,S01,21_05_10_mundo_276,2021,same topic,1,12.49843068460417,12.637131360787501,0.1387006761833316,1,1_post_n,mundo,penultimate,whisper,-200.0,,,,0.1387006761833316,12.567781022695836
0,S01,21_07_06_multiple_135,2021,adjacent topic,5,8.088888353366821,8.156259157232073,0.821803428938729,o,2_pre_n,esclerosis,,,23.18288735896279,18.239674375731525,131.82752801845015,131.61918321334727,0.06737080386525207,8.122573755299447
1,S01,21_07_06_multiple_135,2021,adjacent topic,4,8.28080944434672,8.327450770099588,0.6298823379588292,i,1_pre_n,esclerosis,,,13.678460198134205,7.866293345078657,138.62465624906554,138.666751897504,0.0466413257528675,8.304130107223155
2,S01,21_07_06_multiple_135,2021,adjacent topic,3,8.484642319370135,8.539427368667154,0.42604946293541524,u,n,multiple,antepenultimate,creaky,10.597359942202933,10.910008828478428,105.67587620782378,105.29272925525972,0.05478504929701877,8.512034844018643
3,S01,21_07_06_multiple_135,2021,adjacent topic,2,8.634819278971461,8.6799799277163,0.27587250333408875,i,1_post_n,multiple,antepenultimate,whisper,-200.0,,102.43564610866994,103.6510374246899,0.04516064874483838,8.65739960334388
4,S01,21_07_06_multiple_135,2021,adjacent topic,1,8.787329010798295,8.91069178230555,0.12336277150725472,e,2_post_n,multiple,antepenultimate,whisper,-200.0,,,,0.12336277150725472,8.849010396551922
0,S01,21_06_14_sanchez_63,2021,same topic,5,8.1745075022905,8.215614738844224,0.9664341016948512,e,3_pre_n,es,,,5.784335762933213,6.2887325229434206,168.04459603292705,166.2935602306251,0.04110723655372439,8.195061120567361
1,S01,21_06_14_sanchez_63,2021,same topic,4,8.383803981389088,8.438124258263649,0.7571376225962627,e,2_pre_n,Pedro,,,11.799675163239067,8.099719482674086,137.98358235329692,140.72009981682015,0.0543202768745612,8.410964119826367
2,S01,21_06_14_sanchez_63,2021,same topic,3,8.535329936046985,8.584499318576157,0.6056116679383656,o,1_pre_n,Pedro,,,-9.354318936595,13.262721288725343,130.32451835216654,128.7581732138642,0.04916938252917191,8.55991462731157
3,S01,21_06_14_sanchez_63,2021,same topic,2,8.69041852271413,8.764387303438975,0.45052308127121954,a,n,Sanchez,penultimate,creaky,-200.0,,,,0.0739687807248437,8.727402913076553
4,S01,21_06_14_sanchez_63,2021,same topic,1,8.9145069663431,9.001125786224158,0.22643463764225125,e,1_post_n,Sanchez,penultimate,whisper,-200.0,,,,0.08661881988105868,8.957816376283628
0,S01,01_02_21_partido_57,2001,same topic,5,9.98747188782545,10.046954401822516,0.6852521210978271,e,3_pre_n,de,,,19.162698483232035,13.584360987820922,182.26628058777544,180.24704541560592,0.05948251399706628,10.017213144823984
1,S01,01_02_21_partido_57,2001,same topic,4,10.120804899907434,10.155830885195488,0.5519191090158433,u,2_pre_n,su,,,24.819391536466394,14.725795669708036,183.61996069260823,181.87831311314537,0.035025985288054784,10.138317892551461
2,S01,01_02_21_partido_57,2001,same topic,3,10.217045114809823,10.281605404392003,0.4556788941134542,a,1_pre_n,partido,penultimate,,13.25160891511185,8.963154412428647,169.99042073550083,170.042291877008,0.06456028958218063,10.249325259600912
3,S01,01_02_21_partido_57,2001,same topic,2,10.389689484703744,10.470933894065592,0.28303452421953246,i,n,partido,penultimate,,-42.168684387399836,10.63982749451348,107.22633560221847,103.53057484472345,0.0812444093618474,10.430311689384668
4,S01,01_02_21_partido_57,2001,same topic,1,10.514457684795152,10.672724008923277,0.15826632412812458,o,1_post_n,partido,penultimate,whisper,-200.0,,,,0.15826632412812458,10.593590846859215
0,S01,21_07_20_accidente_310,2021,new topic,5,8.845003967769875,8.895357197925538,0.7764865166339927,e,3_pre_n,este,,,8.6095039339758,8.504876239312662,163.68463716689908,164.7369803396729,0.05035323015566284,8.870180582847706
1,S01,21_07_20_accidente_310,2021,new topic,4,9.017044781749453,9.099238699244127,0.6044457026544148,ea,2_pre_n,accidente,penultimate,,1.897973766645259,0.3999046879376979,127.93286039460808,127.22358945254523,0.0821939174946742,9.05814174049679
2,S01,21_07_20_accidente_310,2021,new topic,3,9.153588024395093,9.227033058382885,0.46790246000877467,i,1_pre_n,accidente,penultimate,,-126.1171891718847,19.644284574789403,95.2971084567368,90.83556903904712,0.07344503398779167,9.190310541388989
3,S01,21_07_20_accidente_310,2021,new topic,2,9.293133588971896,9.369516424319201,0.32835689543197155,e,n,accidente,penultimate,whisper,-204.2328505520293,1.59539436004288,,96.50072761486813,0.07638283534730483,9.33132500664555
4,S01,21_07_20_accidente_310,2021,new topic,1,9.498779684137714,9.621490484403868,0.12271080026615344,e,1_post_n,accidente,penultimate,whisper,-200.0,,,76.21459060493764,0.12271080026615344,9.56013508427079
0,S01,21_07_12_bosillos_215,2021,adjacent topic,5,7.626279881951862,7.703407344874825,0.9096316674583429,e,3_pre_n,de,,,17.086411076362626,15.836435525819692,152.89514348471624,151.27482856446827,0.07712746292296302,7.6648436134133435
1,S01,21_07_12_bosillos_215,2021,adjacent topic,4,7.740404642861727,7.806999779238151,0.7955069065484777,o,2_pre_n,los,,,17.632101903946445,12.941258920962738,129.5127263202289,130.74619426733838,0.06659513637642345,7.7737022110499385
2,S01,21_07_12_bosillos_215,2021,adjacent topic,3,7.9055405164576165,7.9799035356702595,0.6303710329525885,o,1_pre_n,bosillos,penultimate,,11.046298590065234,6.5329246032214074,130.3650425643168,134.32630231523268,0.07436301921264299,7.942722026063938
3,S01,21_07_12_bosillos_215,2021,adjacent topic,2,8.121604736701125,8.1911596569165,0.4143068127090803,i,n,bosillos,penultimate,creaky,-169.1977141198888,5.741938847572826,,,0.06955492021537601,8.156382196808813
4,S01,21_07_12_bosillos_215,2021,adjacent topic,1,8.27403360440716,8.370226579173105,0.26187794500304484,o,1_post_n,bosillos,penultimate,whisper,-200.0,1.2483198233611257,,286.34615497750167,0.09619297476594468,8.322130091790132
0,S01,01_02_21_varela_56,2001,new topic,5,5.268836258901741,5.367187442000743,0.8963846369099588,o,3_pre_n,Ronco,,,12.136358610397432,14.243443763495822,172.31183894968436,171.108356625497,0.09835118309900182,5.318011850451242
1,S01,01_02_21_varela_56,2001,new topic,4,5.505589685027017,5.667529995129683,0.6596312107846831,o,2_pre_n,Ronco,,,16.989896124734994,10.586046212897116,180.4657160299755,173.87987330717118,0.16194031010266574,5.586559840078349
2,S01,01_02_21_varela_56,2001,new topic,3,5.826078885125487,5.902385837529885,0.33914201068621264,a,1_pre_n,Varela,penultimate,,10.637974663312828,5.395827757036388,157.30468977966825,161.13622579813102,0.07630695240439778,5.864232361327686
3,S01,01_02_21_varela_56,2001,new topic,2,5.924430068224489,6.007519860842612,0.24079082758721082,e,n,Varela,penultimate,,6.1209843509601605,6.157810551003677,88.2613684725538,94.44234438664394,0.08308979261812244,5.965974964533551
4,S01,01_02_21_varela_56,2001,new topic,1,6.090609653460733,6.1652208958117,0.07461124235096683,a,1_post_n,Varela,penultimate,whisper,-200.0,,,,0.07461124235096683,6.127915274636217
0,S01,21_07_06_cine_123,2021,same story,5,9.22612786773861,9.280160409659068,0.884842676328363,e,3_pre_n,del,,,5.438020550970364,5.440295321117642,152.44130818806528,147.69920975694785,0.054032541920458144,9.25314413869884
1,S01,21_07_06_cine_123,2021,same story,4,9.422887869598773,9.484246857881326,0.6880826744682,u,2_pre_n,mundo,,,9.306088198688181,8.717715729338975,186.11289417933625,184.49049907585248,0.06135898828255293,9.45356736374005
2,S01,21_07_06_cine_123,2021,same story,3,9.562090350478595,9.694882190791583,0.5488801935883778,oe,1_pre_n,mundo,,,10.108870265303239,12.788199436182857,183.95430688083502,183.46359396311453,0.13279184031298819,9.62848627063509
3,S01,21_07_06_cine_123,2021,same story,2,9.885791732299861,9.923797672803234,0.22517881176711185,i,n,cine,penultimate,creaky,-151.3558128842247,5.070294817088689,,,0.038005940503373026,9.904794702551548
4,S01,21_07_06_cine_123,2021,same story,1,10.03574848062708,10.110970544066973,0.07522206343989346,e,1_post_n,cine,penultimate,whisper,-200.0,,,99.7430963020353,0.07522206343989346,10.073359512347025
0,S01,21_07_08_erronea_181,2021,adjacent topic,5,7.029818918771373,7.104772892955045,1.0036796504160508,u,3_pre_n,justa,,,15.182495456777554,11.33218153146847,167.70520045516665,170.79911213779354,0.07495397418367133,7.067295905863209
1,S01,21_07_08_erronea_181,2021,adjacent topic,4,7.240533919518691,7.350760352141737,0.7929646496687335,a,2_pre_n,justa,,,15.168048559621925,10.873095371124684,161.45652218233934,165.004826139621,0.11022643262304666,7.2956471358302135
2,S01,21_07_08_erronea_181,2021,adjacent topic,3,7.513895472423846,7.656454991949652,0.5196030967635785,ye,1_pre_n,y,,,12.122045581010669,13.243725360440681,195.76433920654776,190.849288341185,0.1425595195258067,7.585175232186749
3,S01,21_07_08_erronea_181,2021,adjacent topic,2,7.710833365377022,7.796075139938845,0.3226652038104021,o,n,erronea,penultimate,,16.79631832561203,13.167630148104394,131.69961067745479,133.3006069589529,0.08524177456182258,7.753454252657933
4,S01,21_07_08_erronea_181,2021,adjacent topic,1,7.870155011687084,8.033498569187424,0.16334355750034035,ea,1_post_n,erronea,penultimate,whisper,-200.0,,,,0.16334355750034035,7.951826790437254
0,S01,98_04_27_sucendiendo_116,1998,same topic,5,9.240493629793672,9.303619507761752,0.7692451545251195,a,3_pre_n,estaba,,,21.106288362237553,18.628763854868083,148.9747559008055,148.93167052200113,0.06312587796807989,9.272056568777712
1,S01,98_04_27_sucendiendo_116,1998,same topic,4,9.40024074954963,9.450483795279327,0.6094980347691621,u,2_pre_n,sucediendo,penultimate,,11.948460442655977,8.174959240018518,166.0583903462846,167.05563002153664,0.0502430457296974,9.425362272414478
2,S01,98_04_27_sucendiendo_116,1998,same topic,3,9.531785708274757,9.611659268152737,0.4779530760440345,e,1_pre_n,sucediendo,penultimate,,15.09183524140772,12.256376207060443,151.36563209679434,152.67505877401425,0.07987355987797962,9.571722488213748
3,S01,98_04_27_sucendiendo_116,1998,same topic,2,9.640001499077181,9.748217289879603,0.36973728524161054,ie,n,sucediendo,penultimate,,4.7217955073367675,5.812519908982307,103.29831387431281,118.2868058736837,0.10821579080242216,9.694109394478392
4,S01,98_04_27_sucendiendo_116,1998,same topic,1,9.876828925370924,10.009738784318792,0.13290985894786722,o,1_post_n,sucediendo,penultimate,whisper,-206.55080316338598,2.4157809255097766,,,0.13290985894786722,9.943283854844857
0,S01,21_07_12_equipo_205,2021,new topic,5,8.539980755696318,8.593030075153903,0.7005747665158335,a,3_pre_n,derrota,,,-0.9806487551081814,0.4984088623571854,,144.58442176369402,0.0530493194575854,8.56650541542511
1,S01,21_07_12_equipo_205,2021,new topic,4,8.62437740028793,8.68224938515075,0.6161781219242215,e,2_pre_n,de,,,8.507707210100232,7.4143774676750445,134.8863608434253,136.53955009561733,0.0578719848628193,8.65331339271934
2,S01,21_07_12_equipo_205,2021,new topic,3,8.803272706765231,8.881498930031329,0.4372828154469204,ue,1_pre_n,equipo,penultimate,,16.755786309545595,0.4204439042098963,,,0.07822622326609796,8.84238581839828
3,S01,21_07_12_equipo_205,2021,new topic,2,8.925793988115114,9.02902942086277,0.31476153409703755,ui,n,equipo,penultimate,whisper,-190.39015690588965,0.3999823704367402,,,0.10323543274765612,8.977411704488942
4,S01,21_07_12_equipo_205,2021,new topic,1,9.137512956901606,9.240555522212151,0.10304256531054534,o,1_post_n,equipo,penultimate,whisper,0.5713309029337283,0.5138086988793904,,,0.10304256531054534,9.189034239556879
0,S01,21_06_25_SeRepitan_10,2021,same topic,5,16.715846695277808,16.751324519899377,0.5991930613510448,o,3_pre_n,no,,,19.398648845140404,17.78128795810151,138.58772284151158,138.26897086145513,0.035477824621569454,16.733585607588594
1,S01,21_06_25_SeRepitan_10,2021,same topic,4,16.83821929671349,16.878936469227295,0.4768204599153627,e,2_pre_n,se,,,5.7965698487492405,5.0697105128458695,145.63176800254112,146.64317756107334,0.04071717251380491,16.858577882970394
2,S01,21_06_25_SeRepitan_10,2021,same topic,3,16.926892250187997,16.984886865324714,0.3881475064408555,e,1_pre_n,repiten,penultimate,,18.076166313246468,9.760014922398184,123.69719894717458,124.66037525139467,0.05799461513671744,16.955889557756358
3,S01,21_06_25_SeRepitan_10,2021,same topic,2,17.054472724064585,17.096999548690114,0.2605670325642677,i,n,repiten,penultimate,whisper,-200.0,,,,0.04252682462552926,17.07573613637735
4,S01,21_06_25_SeRepitan_10,2021,same topic,1,17.15762289443289,17.230913804957737,0.15741686219596218,e,1_post_n,repiten,penultimate,whisper,-200.0,,,,0.07329091052484671,17.194268349695314
0,S01,21_07_06_pasado_125,2021,adjacent topic,5,9.852068203848454,9.925400577629112,0.6418358581475889,a,3_pre_n,ano,,,17.51849814264714,14.283906501821068,160.10813046561347,159.95033143478486,0.0733323737806586,9.888734390738783
1,S01,21_07_06_pasado_125,2021,adjacent topic,4,9.997992220361482,10.038732428017404,0.4959118416345607,o,2_pre_n,ano,,,17.193343771218863,13.92285825002378,136.4041602067923,135.85539672390564,0.040740207655922234,10.018362324189443
2,S01,21_07_06_pasado_125,2021,adjacent topic,3,10.104628426105387,10.16499800654098,0.3892756358906553,a,1_pre_n,pasado,penultimate,,-207.03014401241205,2.87926886535428,129.6647845655883,129.85828825168144,0.060369580435592596,10.134813216323185
3,S01,21_07_06_pasado_125,2021,adjacent topic,2,10.264829025734265,10.323346778549135,0.2290750362617775,a,n,pasado,penultimate,whisper,-200.8483639682218,-3.536628862766297,,,0.05851775281487015,10.294087902141701
4,S01,21_07_06_pasado_125,2021,adjacent topic,1,10.381307471837886,10.493904061996043,0.11259659015815693,o,1_post_n,pasado,penultimate,whisper,-200.0,,,,0.11259659015815693,10.437605766916963
0,S01,21_06_24_DiazAyuso_18,2021,new topic,5,8.313474737323473,8.39469607341334,0.7516497300578333,e,3_pre_n,Isabel,,,19.908824735135035,16.708431651107936,126.58802798441091,127.46818284722903,0.08122133608986637,8.354085405368405
1,S01,21_06_24_DiazAyuso_18,2021,new topic,4,8.489208173590638,8.583720273767938,0.5759162937906677,ia,2_pre_n,Diaz,,,3.045049318164513,7.344094510963918,124.59322457248652,128.28128058051482,0.09451210017729927,8.536464223679289
2,S01,21_06_24_DiazAyuso_18,2021,new topic,3,8.679709125510506,8.726965175599156,0.3854153418708002,a,1_pre_n,Ayuso,penultimate,,7.46865875330994,4.910651206270358,128.04897009420083,124.67803204155182,0.047256050088650525,8.70333715055483
3,S01,21_06_24_DiazAyuso_18,2021,new topic,2,8.772744474122534,8.855442561777672,0.2923799932587716,u,n,Ayuso,penultimate,whisper,-200.0,,,,0.08269808765513709,8.814093517950102
4,S01,21_06_24_DiazAyuso_18,2021,new topic,1,8.975059438564566,9.065124467381306,0.09006502881674017,o,1_post_n,Ayuso,penultimate,whisper,-200.0,,,,0.09006502881674017,9.020091952972937
0,S01,21_06_25_TikTok_14,2021,adjacent topic,5,10.122425559916518,10.203841893142037,1.051261690346669,ue,4_pre_n,UEFA,,,8.228890870445658,9.401360190832735,192.25890263593686,192.25240163605042,0.08141633322551911,10.163133726529278
1,S01,21_06_25_TikTok_14,2021,adjacent topic,4,10.304730034903006,10.45428936456846,0.8689572153601812,a,3_pre_n,UEFA,,,15.463259432862259,8.391246790946814,215.5799479038355,220.88847791773878,0.14955932966545404,10.379509699735733
2,S01,21_06_25_TikTok_14,2021,adjacent topic,3,10.538488864925572,10.583231174175634,0.6351983853376151,e,2_pre_n,,,,7.5287749886652655,7.4463033556648925,154.44714456993677,152.13851695136012,0.044742309250061396,10.560860019550603
3,S01,21_06_25_TikTok_14,2021,adjacent topic,2,10.70425545329465,10.743863399188145,0.46943179696853754,i,1_pre_n,Tik,,,20.114873800414514,4.346414603418313,142.18186239477237,139.98870865464465,0.039607945893495256,10.724059426241396
4,S01,21_06_25_TikTok_14,2021,adjacent topic,1,10.896865562151081,10.949676156675743,0.27682168811210595,o,n,Tok,ultimate,whisper,-200.0,,,,0.052810594524661525,10.923270859413412
0,S01,21_06_08_feminismo_100,2021,new topic,5,9.01736506507937,9.08049403550116,0.9373790711874985,e,3_pre_n,del,,,13.715932002033632,10.60009634709569,192.89840765620028,191.9501063466347,0.06312897042178989,9.048929550290264
1,S01,21_06_08_feminismo_100,2021,new topic,4,9.366636898431434,9.429031811057621,0.588107237835434,e,2_pre_n,feminismo,penultimate,,8.857521462748338,8.76714502006188,170.67175903473637,174.69059509491487,0.06239491262618735,9.397834354744528
2,S01,21_06_08_feminismo_100,2021,new topic,3,9.502905027500793,9.559427477762162,0.4518391087660749,i,1_pre_n,feminismo,penultimate,,9.634883087798334,9.53532673344012,151.81625860505633,150.17650876461278,0.05652245026136882,9.531166252631477
