,speaker,recording,year,topic,VowelN,t1,t2,timetoIPend,VowelQ,vstress,word,wstress,VoiceQ,hnr_mid,hnr_mean,f0_mid,f0_mean,duration,center
3,S01,21_07_08_actual_188,2021,adjacent topic,2,8.99698823061484,9.131033464800213,0.5137191143968636,uya,1_pre_n,actual,ultimate,,11.559429190472038,12.722669330359658,152.0613335603088,149.17461736029563,0.13404523418537373,9.064010847707525
4,S01,21_07_08_actual_188,2021,adjacent topic,1,9.265753572634207,9.412251096334067,0.24495377237749594,ua,n,actual,ultimate,whisper,-200.0,-0.9628183841148132,,,0.14649752369986047,9.339002334484137
0,S01,21_07_14_DeNinera_241,2021,new topic,5,8.825707365622536,8.890799842511493,0.6261003754841887,e,3_pre_n,labores,,,7.930609064438758,6.428279534754319,135.6259574809761,134.49232482773186,0.0650924768889567,8.858253604067015
1,S01,21_07_14_DeNinera_241,2021,new topic,4,8.98058256925488,9.027718500795158,0.4712251718518452,e,2_pre_n,de,,,8.395273297376427,6.330837143186008,123.63954712262186,122.81526689605028,0.04713593154027862,9.004150535025019
2,S01,21_07_14_DeNinera_241,2021,new topic,3,9.06222695282727,9.173978848534958,0.38958078827945464,i,1_pre_n,ninera,penultimate,whisper,-200.0,,,85.7599304868945,0.11175189570768751,9.118102900681114
3,S01,21_07_14_DeNinera_241,2021,new topic,2,9.22887672752532,9.329134105722103,0.22293101358140532,e,n,ninera,penultimate,whisper,-200.0,,,,0.10025737819678326,9.279005416623711
4,S01,21_07_14_DeNinera_241,2021,new topic,1,9.36501777192145,9.451807741106725,0.0867899691852756,a,1_post_n,ninera,penultimate,whisper,-200.0,,,,0.0867899691852756,9.408412756514087
0,S01,21_07_06_legal_136,2021,new topic,5,9.35816878236353,9.42646049509963,0.7747069504993291,e,4_pre_n,corbetura,,,10.556603911843464,10.550121830637924,132.5715849501362,131.42931229465373,0.0682917127360998,9.39231463873158
1,S01,21_07_06_legal_136,2021,new topic,4,9.552187175309308,9.606375164762952,0.5806885575535503,u,3_pre_n,corbetura,,,12.784535874239248,10.400341073103503,136.25980177796902,136.35887223920997,0.054187989453643226,9.579281170036129
2,S01,21_07_06_legal_136,2021,new topic,3,9.634582611327863,9.725143360825733,0.4982931215349957,a,2_pre_n,corbetura,,,5.804980819365618,5.466494715813924,119.23227268410601,120.34901887728267,0.09056074949786996,9.679862986076799
3,S01,21_07_06_legal_136,2021,new topic,2,9.774383821889387,9.8315410162446,0.35849191097347166,e,1_pre_n,legal,ultimate,creaky,4.18447916385795,2.532540893009005,114.21867886513971,106.16352936581443,0.05715719435521294,9.802962419066994
4,S01,21_07_06_legal_136,2021,new topic,1,9.890108111055135,9.963595932368982,0.24276762180772415,a,n,legal,ultimate,whisper,-200.0,,,,0.07348782131384723,9.926852021712058
0,S01,21_05_10_ola_268,2021,same topic,5,10.453879807145578,10.628970255889108,1.1709931684619193,eu,3_pre_n,una,,,17.33230551488134,15.3470839207236,148.67387558322662,149.86920591841925,0.1750904487435303,10.541425031517342
1,S01,21_05_10_ola_268,2021,same topic,4,10.68387149829174,10.814447426168272,0.9410014773157567,a,2_pre_n,una,,,16.98088407396027,13.681181909353533,160.71352187286024,162.08811732247764,0.1305759278765315,10.749159462230006
2,S01,21_05_10_ola_268,2021,same topic,3,11.068287374938341,11.124419062658017,0.5565856006691554,ui,1_pre_n,quinta,,,17.23006841577723,16.23314743689099,181.81341551721314,182.60666304432803,0.05613168771967558,11.096353218798178
3,S01,21_05_10_ola_268,2021,same topic,2,11.266115633857046,11.439722265238343,0.3587573417504508,ao,n,ola,penultimate,,7.17347424271161,5.837890180887029,143.07885090147968,151.1940984791348,0.17360663138129695,11.352918949547695
4,S01,21_05_10_ola_268,2021,same topic,1,11.499074959727677,11.624872975607497,0.12579801587981976,a,1_post_n,ola,penultimate,whisper,-200.0,,,,0.12579801587981976,11.561973967667587
0,S01,21_07_14_incendio_244,2021,same topic,5,8.4773298217934,8.607612219778531,1.0175285467575659,e,3_pre_n,de,,,12.259725413118826,13.170832400889509,115.77104538244522,115.13585390843387,0.13028239798513042,8.542471020785966
1,S01,21_07_14_incendio_244,2021,same topic,4,8.77254248042896,8.84587485420962,0.7223158881220062,ee,2_pre_n,este,,,14.998404151693496,10.484273807775883,152.66162251235488,152.21625689916436,0.07333237378066038,8.80920866731929
2,S01,21_07_14_incendio_244,2021,same topic,3,8.966158610392656,9.039490984173314,0.5286997581583108,ei,1_pre_n,incendio,penultimate,,9.983608349912167,9.676096513151844,147.51949745611336,147.57597009137203,0.0733323737806586,9.002824797282985
3,S01,21_07_14_incendio_244,2021,same topic,2,9.144128562741656,9.214498012329157,0.35072980580931024,e,n,incendio,penultimate,creaky,7.114437045111066,5.109952579076494,116.69961144766046,126.50194865814987,0.07036944958750091,9.179313287535408
4,S01,21_07_14_incendio_244,2021,same topic,1,9.353560948648056,9.494858368550966,0.14129741990291045,io,1_post_n,incendio,penultimate,whisper,-202.1304710067703,11.68231859887588,,,0.14129741990291045,9.424209658599512
0,S01,21_06_14_seguridad_62,2021,adjacent topic,5,7.661344603250213,7.718048408966966,0.578030324089382,e,4_pre_n,de,,,0.7203425820335344,0.49694759639010544,,125.8534230746016,0.0567038057167526,7.689696506108589
1,S01,21_06_14_seguridad_62,2021,adjacent topic,4,7.824305046544894,7.877241495110015,0.4150698807947011,e,3_pre_n,seguridad,ultimate,,6.328287736158358,4.790559414588314,148.00957238333578,141.65580470664906,0.05293644856512092,7.850773270827455
2,S01,21_06_14_seguridad_62,2021,adjacent topic,3,7.912131427118846,7.972286482306483,0.32724350022074944,u,2_pre_n,seguridad,ultimate,whisper,-0.7894464924121786,-0.1538366801175861,,,0.06015505518763753,7.942208954712664
3,S01,21_06_14_seguridad_62,2021,adjacent topic,2,7.993446025868502,8.062668853626615,0.24592890147109348,i,1_pre_n,seguridad,ultimate,whisper,10.07868731768453,8.06935430421759,261.6149202777086,261.3426069028944,0.0692228277581135,8.028057439747558
4,S01,21_06_14_seguridad_62,2021,adjacent topic,1,8.13189977473953,8.210695972293978,0.10747515260006502,a,n,seguridad,ultimate,whisper,5.391058973965099,6.414868430258139,132.59350670365413,139.21173669333973,0.078796197554448,8.171297873516753
0,S01,21_06_24_europa_29,2021,same story,5,8.712963604115263,8.797048943240805,1.0248799039950995,i,3_pre_n,antiguo,,,21.272324044263307,18.61589076727637,155.96907090881368,156.23419040915303,0.08408533912554184,8.755006273678035
1,S01,21_06_24_europa_29,2021,same story,4,8.881134282366348,9.034553146735758,0.8567092257440141,uo,2_pre_n,antiguo,,,23.054450593103258,18.62251168941505,151.29783622165297,152.52922585026957,0.1534188643694101,8.957843714551053
2,S01,21_06_24_europa_29,2021,same story,3,9.2904761562257,9.359809681469569,0.4473673518846617,eeu,1_pre_n,Europa,penultimate,,7.861376716958732,8.759051793286853,149.12452989243823,149.49695072795092,0.06933352524386827,9.325142918847636
3,S01,21_06_24_europa_29,2021,same story,2,9.430618388101605,9.513228545838981,0.30722512000875746,o,n,Europa,penultimate,,-111.35398897616564,3.304193096476669,81.60695351333425,86.99681638536266,0.0826101577373759,9.471923466970292
4,S01,21_06_24_europa_29,2021,same story,1,9.601739429129024,9.737843508110362,0.13610407898133836,a,1_post_n,Europa,penultimate,whisper,5.923382498580543,-0.8600185662294505,,,0.13610407898133836,9.669791468619692
0,S01,21_06_08_epidemialogica_88,2021,same topic,5,9.646748310508475,9.699176523974053,0.7176625666941145,e,2_pre_n,epidemialogica,antepenultimate,,13.324397671376317,14.955902001340867,150.23963376663062,150.41670500756885,0.052428213465578466,9.672962417241264
1,S01,21_06_08_epidemialogica_88,2021,same topic,4,9.7639916239321,9.876129747177917,0.6004192532704895,ia,1_pre_n,epidemialogica,antepenultimate,,9.217928941131442,12.675640455251884,136.716804893576,133.9359964078656,0.11213812324581696,9.820060685555008
2,S01,21_06_08_epidemialogica_88,2021,same topic,3,9.904528362805104,9.968607290374143,0.45988251439748495,o,n,epidemialogica,antepenultimate,creaky,8.681986185025972,3.702045161032515,79.94497259820308,88.77667801636126,0.06407892756903877,9.936567826589624
3,S01,21_06_08_epidemialogica_88,2021,same topic,2,10.111572385972476,10.155262563860457,0.25283849123011315,i,1_post_n,epidemialogica,antepenultimate,creaky,-101.21119989256914,0.624007010108987,,,0.04369017788798146,10.133417474916467
4,S01,21_06_08_epidemialogica_88,2021,same topic,1,10.251380955214016,10.36441087720259,0.11302992198857353,a,2_post_n,epidemialogica,antepenultimate,whisper,-200.0,,,,0.11302992198857353,10.307895916208302
0,S01,21_07_06_alarma_137,2021,new topic,5,8.49712873483867,8.565907202476666,0.9162381493434317,o,3_pre_n,voz,,,9.813646499953542,9.671478328383092,135.61688387050606,135.32525105246984,0.06877846763799589,8.531517968657667
1,S01,21_07_06_alarma_137,2021,new topic,4,8.772721669669105,8.883654681988453,0.6406452145129968,e,2_pre_n,de,,,3.405645357899732,4.187950051478399,91.0190701345074,177.1404876682842,0.11093301231934838,8.828188175828778
2,S01,21_07_06_alarma_137,2021,new topic,3,9.000871547708378,9.06817090851545,0.4124953364737234,a,1_pre_n,alarma,penultimate,,-0.45342971017060085,4.6083110542414465,,131.82152325482272,0.06729936080707155,9.034521228111913
3,S01,21_07_06_alarma_137,2021,new topic,2,9.10958589978134,9.165052405941013,0.3037809844007615,a,n,alarma,penultimate,,-197.65445437582093,2.3416981085571362,104.46701040126612,107.60301443334673,0.0554665061596733,9.137319152861178
4,S01,21_07_06_alarma_137,2021,new topic,1,9.326171540178263,9.413366884182102,0.08719534400383822,a,1_post_n,alarma,penultimate,whisper,-200.0,,,,0.08719534400383822,9.369769212180183
0,S01,21_06_24_ReinoUnido_25,2021,new topic,5,9.302981432256631,9.359127825101858,0.6692464824693936,e,3_pre_n,el,,,12.865876378138069,12.548940944555087,134.85388024012332,134.92495975489365,0.0561463928452266,9.331054628679244
1,S01,21_06_24_ReinoUnido_25,2021,new topic,4,9.456661428381388,9.549746237572158,0.5155664863446372,ei,2_pre_n,Reino,,,10.588089226825021,10.207912205516731,131.77082507198557,130.8438540462947,0.09308480919077056,9.503203832976773
2,S01,21_06_24_ReinoUnido_25,2021,new topic,3,9.625100606917067,9.70488758622344,0.3471273078089574,ou,1_pre_n,Unido,penultimate,,-175.46449638174977,11.799587483817366,97.05341353571019,99.36912851515632,0.07978697930637324,9.664994096570254
3,S01,21_06_24_ReinoUnido_25,2021,new topic,2,9.735915855953698,9.80536007868332,0.2363120587723273,i,n,Unido,penultimate,whisper,-200.0,,,,0.06944422272962214,9.770637967318509
4,S01,21_06_24_ReinoUnido_25,2021,new topic,1,9.860028934874725,9.972227914726025,0.1121989798512999,o,1_post_n,Unido,penultimate,whisper,-200.0,,,,0.1121989798512999,9.916128424800375
0,S01,21_07_20_empresas_305,2021,same topic,5,9.39244194225002,9.46507480213134,0.8552483106333124,a,3_pre_n,para,,,13.360393138267868,6.5068291647139365,140.43380835211372,138.6695393634044,0.0726328598813204,9.42875837219068
1,S01,21_07_20_empresas_305,2021,same topic,4,9.512029378216235,9.56485327631174,0.7356608746670972,a,2_pre_n,las,,,11.234822443314856,10.764413214222982,130.10203084376073,128.62831152540682,0.052823898095505584,9.538441327263989
2,S01,21_07_20_empresas_305,2021,same topic,3,9.659496093732857,9.699114017304487,0.5881941591504756,e,1_pre_n,empresas,penultimate,,13.948335476985488,7.969766648155741,149.87738975361248,148.7698837866715,0.03961792357162963,9.679305055518672
3,S01,21_07_20_empresas_305,2021,same topic,2,9.845477903028481,9.926181080674393,0.4022123498548513,e,n,empresas,penultimate,creaky,-203.77663118867127,5.980328300004778,,87.12321190412887,0.08070317764591195,9.885829491851437
4,S01,21_07_20_empresas_305,2021,same topic,1,10.028894215860099,10.108425722842208,0.21879603702323358,a,1_post_n,empresas,penultimate,whisper,-200.0,,,,0.07953150698210898,10.068659969351152
0,S01,21_06_08_abascal_90,2021,new topic,5,9.496677536169459,9.552958179156983,0.6476962641220467,a,4_pre_n,santiago,,,8.602748365316659,8.228166674600455,151.40873096449343,152.58811241824174,0.05628064298752378,9.524817857663221
1,S01,21_06_08_abascal_90,2021,new topic,4,9.656299084595561,9.726540762593686,0.4880747156959444,ia,3_pre_n,santiago,,,13.75037437060062,11.711306319358139,150.53988207039058,149.08705782888737,0.07024167799812453,9.691419923594623
2,S01,21_06_08_abascal_90,2021,new topic,3,9.7378849285981,9.811984499612997,0.406488871693405,oa,2_pre_n,abascal,ultimate,,19.05419197200382,13.390873088083671,129.63319265961883,129.69945676623482,0.07409957101489617,9.774934714105548
3,S01,21_06_08_abascal_90,2021,new topic,2,9.859557370338896,9.909259756353851,0.2848164299526097,a,1_pre_n,abascal,ultimate,creaky,2.91855737077364,0.12205946871880675,,,0.049702386014955025,9.884408563346373
4,S01,21_06_08_abascal_90,2021,new topic,1,10.040289942807076,10.144373800291506,0.10408385748442939,a,n,abascal,ultimate,whisper,-200.0,-1.9746352868314905,,,0.10408385748442939,10.092331871549291
0,S01,21_07_08_empresas_179,2021,adjacent topic,5,9.994188625905583,10.055443589955072,0.8478160071606062,u,3_pre_n,algunas,,,20.070132432600598,14.38385531621887,159.01007606271094,158.68947634231995,0.06125496404948905,10.024816107930327
1,S01,21_07_08_empresas_179,2021,adjacent topic,4,10.10399935414064,10.15927822413652,0.7380052789255487,a,2_pre_n,algunas,,,13.687541656803479,11.027735733623338,132.40752803465102,134.10909840361032,0.055278869995879276,10.13163878913858
2,S01,21_07_08_empresas_179,2021,adjacent topic,3,10.260487732995733,10.29335625029058,0.5815169000704561,e,1_pre_n,empresas,penultimate,,4.814213748017218,5.345433240284809,132.89877636995828,133.69923426747968,0.03286851729484752,10.276921991643157
3,S01,21_07_08_empresas_179,2021,adjacent topic,2,10.430898009240572,10.497382055586966,0.41110662382561713,e,n,empresas,penultimate,whisper,-200.0,,,,0.06648404634639427,10.46414003241377
4,S01,21_07_08_empresas_179,2021,adjacent topic,1,10.598228642741608,10.689364077059137,0.24377599032458086,a,1_post_n,empresas,penultimate,whisper,-200.0,,,,0.09113543431752902,10.643796359900373
0,S01,21_07_08_valdalecalzada_175,2021,adjacent topic,5,8.948399472437202,9.002632604482555,0.6654551877997239,e,3_pre_n,valdelacalzada,penultimate,,6.349552243718553,6.499671416673475,189.215972055874,187.95494644901999,0.054233132045352406,8.97551603845988
1,S01,21_07_08_valdalecalzada_175,2021,adjacent topic,4,9.018755968063605,9.086180943038908,0.5950986921733215,a,2_pre_n,valdelacalzada,penultimate,,6.236272375447422,3.8649222724610555,185.2677917103599,185.68561820631618,0.06742497497530309,9.052468455551256
2,S01,21_07_08_valdalecalzada_175,2021,adjacent topic,3,9.15360591801421,9.238620016896112,0.46024874222271706,a,1_pre_n,valdelacalzada,penultimate,,6.617508400053397,3.529165613092259,164.3871832793571,164.89948454772085,0.08501409888190281,9.19611296745516
3,S01,21_07_08_valdalecalzada_175,2021,adjacent topic,2,9.352949322289017,9.396922132055519,0.26090533794790893,a,n,valdelacalzada,penultimate,whisper,-0.4071035672729359,-0.08605448452374803,,,0.043972809766501086,9.374935727172268
4,S01,21_07_08_valdalecalzada_175,2021,adjacent topic,1,9.474607429309671,9.613854660236926,0.13924723092725522,a,1_post_n,valdelacalzada,penultimate,whisper,-200.0,3.7628980075118013,,,0.13924723092725522,9.544231044773298
0,S01,21_07_06_politica_130,2021,adjacent topic,5,9.051648740243147,9.100968632551044,0.6028691986038446,a,2_pre_n,la,,,11.966997867168466,6.239423262116026,141.20647726647155,139.97015948844665,0.04931989230789746,9.076308686397095
1,S01,21_07_06_politica_130,2021,adjacent topic,4,9.184120993838453,9.241538181898392,0.4703969450085381,o,1_pre_n,politica,antepenultimate,,6.489909329353322,4.337785016383689,114.04974203779416,110.4746125041696,0.05741718805993834,9.212829587868423
2,S01,21_07_06_politica_130,2021,adjacent topic,3,9.270246775928362,9.340914084309825,0.3842711629186297,i,n,politica,antepenultimate,,-200.0,,,,0.07066730838146285,9.305580430119093
3,S01,21_07_06_politica_130,2021,adjacent topic,2,9.42324815790735,9.476248639193448,0.23126978093964112,i,1_post_n,politica,antepenultimate,whisper,-200.0,0.4814670373064451,,,0.05300048128609802,9.4497483985504
4,S01,21_07_06_politica_130,2021,adjacent topic,1,9.534401945049028,9.654517938846991,0.12011599379796323,a,2_post_n,politica,antepenultimate,whisper,-200.0,,,,0.12011599379796323,9.59445994194801
0,S01,21_06_08_final_98,2021,same topic,5,9.432898531068007,9.476323741569875,0.7245509965026731,e,4_pre_n,renida,,,11.64055906419847,8.593020931062034,156.64112911416893,156.32323013911213,0.04342521050186754,9.454611136318942
1,S01,21_06_08_final_98,2021,same topic,4,9.557368157410451,9.616985819285897,0.600081370160229,i,3_pre_n,renida,,,20.34415295844693,20.170276120517624,193.58550997045185,192.92134880050835,0.05961766187544626,9.587176988348174
2,S01,21_06_08_final_98,2021,same topic,3,9.68322766581417,9.73769318407075,0.4742218617565097,a,2_pre_n,renida,,,10.129725098452724,7.001811905198762,128.3696065344354,129.95229297206927,0.054465518256579415,9.710460424942461
3,S01,21_06_08_final_98,2021,same topic,2,9.857212019705722,9.885180799350993,0.3002375078649582,i,1_pre_n,final,ultimate,,-2.463461340352362,0.2270546303422066,,78.1512669978796,0.02796877964527056,9.871196409528357
4,S01,21_06_08_final_98,2021,same topic,1,9.977183363973595,10.030912861713194,0.1802661635970857,a,n,final,ultimate,whisper,-186.99570201460907,1.8598837570682356,,,0.05372949773959945,10.004048112843394
0,S01,10_12_21_minusculas_113,2010,adjacent topic,5,9.072756645890696,9.155193595725306,0.9829251020757805,o,2_pre_n,con,,,12.474638309600493,10.008977439733977,154.75195681618322,158.15762640659605,0.08243694983461047,9.113975120808
1,S01,10_12_21_minusculas_113,2010,adjacent topic,4,9.474736764219202,9.527244981402376,0.5809449837472744,i,1_pre_n,minúsculas,antepenultimate,,15.790147328214053,13.390474102790076,146.20364245262954,146.18543406290758,0.05250821718317411,9.500990872810789
2,S01,10_12_21_minusculas_113,2010,adjacent topic,3,9.560567503845544,9.61913436147293,0.4951142441209324,u,n,minúsculas,antepenultimate,,12.280188911901416,12.242448832762689,134.53267418238147,136.28975978065668,0.05856685762738678,9.589850932659237
3,S01,10_12_21_minusculas_113,2010,adjacent topic,2,9.735034773664665,9.807591062375547,0.32064697430181077,u,1_post_n,minúsculas,antepenultimate,creaky,-3.010845743739678,-2.2533471561017975,,,0.07255628871088149,9.771312918020106
4,S01,10_12_21_minusculas_113,2010,adjacent topic,1,9.891050657390446,9.979463650477573,0.1646310905760302,a,2_post_n,minúsculas,antepenultimate,whisper,-200.0,,,,0.08841299308712713,9.93525715393401
0,S01,21_07_06_contra_133,2021,same topic,5,7.8793597316654065,7.956109988454787,0.888620396301457,o,3_pre_n,voto,,,18.179131833463234,17.015655964027797,135.27191879656482,133.05667040249546,0.07675025678938052,7.917734860060097
1,S01,21_07_06_contra_133,2021,same topic,4,8.065480042635706,8.14961013180868,0.7025000853311578,o,2_pre_n,voto,,,8.728532232931627,8.820363631593425,133.27653842410737,131.6775029094439,0.08413008917297482,8.107545087222192
2,S01,21_07_06_contra_133,2021,same topic,3,8.254265248296006,8.318165564915368,0.5137148796708573,e,1_pre_n,en,,,9.125530309883287,16.20324440499394,138.7956715916786,140.06752267449974,0.06390031661936213,8.286215406605688
3,S01,21_07_06_contra_133,2021,same topic,2,8.429218709803369,8.497113167732437,0.3387614181634948,o,n,contra,penultimate,,-215.34423133199564,10.088474981789279,108.16106691554778,103.62036802015737,0.0678944579290679,8.463165938767903
4,S01,21_07_06_contra_133,2021,same topic,1,8.652089647787916,8.767980127966863,0.11589048017894754,a,1_post_n,contra,penultimate,whisper,-200.0,,,,0.11589048017894754,8.71003488787739
0,S01,21_06_14_derrota_59,2021,same topic,5,9.746790752477835,9.81992175104505,0.6530675216391941,e,3_pre_n,de,,,12.427364208439538,6.532924244892777,184.6870145131292,180.7706949948208,0.07313099856721372,9.783356251761443
1,S01,21_06_14_derrota_59,2021,same topic,4,9.925230388981836,9.979347327921575,0.4746278851351935,u,2_pre_n,su,,whisper,9.564090071997258,6.989754001228574,172.49129109460523,172.5745645902166,0.0541169389397389,9.952288858451706
2,S01,21_06_14_derrota_59,2021,same topic,3,10.017375447176525,10.07734286600164,0.38248282694050495,e,1_pre_n,derrota,penultimate,whisper,7.295658498866781,6.257309322220738,157.26847600529294,157.29499466124255,0.05996741882511536,10.047359156589081
3,S01,21_06_14_derrota_59,2021,same topic,2,10.136122978240303,10.212587877388836,0.2637352958767263,o,n,derrota,penultimate,whisper,-29.69646459796153,-1.3933204955074863,,,0.07646489914853305,10.17435542781457
4,S01,21_06_14_derrota_59,2021,same topic,1,10.321600401216134,10.39985827411703,0.07825787290089536,a,1_post_n,derrota,penultimate,whisper,-211.62625732713954,-3.899102907146987,,,0.07825787290089536,10.360729337666582
0,S01,21_06_24_espana_24,2021,same topic,5,8.454197604948073,8.525595127993691,0.7741356089358291,o,3_pre_n,conocido,,,9.711212539440597,8.545318839298659,134.2115034489963,132.0658021020129,0.07139752304561853,8.489896366470882
1,S01,21_06_24_espana_24,2021,same topic,4,8.680165242689407,8.70965552394738,0.5481679711944949,e,2_pre_n,en,,,1.6190993635354785,3.9114132819064245,142.79109228642392,143.3693221797836,0.029490281257972484,8.694910383318394
2,S01,21_06_24_espana_24,2021,same topic,3,8.74535428547019,8.79657424765509,0.4829789284137114,e,1_pre_n,Espana,penultimate,,14.631076581616343,12.712603686467572,137.8734506550782,138.86330661612394,0.051219962184900325,8.77096426656264
3,S01,21_06_24_espana_24,2021,same topic,2,8.97662017533535,9.03249649771888,0.25171303854855154,a,n,Espana,penultimate,creaky,-1.8717610101428717,3.9556446677562063,211.54121888718637,207.11838137154604,0.05587632238352924,9.004558336527115
4,S01,21_06_24_espana_24,2021,same topic,1,9.134936422088682,9.228333213883902,0.09339679179521987,a,1_post_n,Espana,penultimate,whisper,-200.0,,,,0.09339679179521987,9.181634817986293
0,S01,21_06_24_maestro_28,2021,same story,5,7.172475197559626,7.223831765152479,1.0695356067103496,i,3_pre_n,concibio,,,11.32124233568602,9.040445359703988,148.1900824679145,147.26494365805598,0.0513565675928529,7.198153481356052
1,S01,21_06_24_maestro_28,2021,same story,4,7.257580366713497,7.483929650689193,0.9844304375564787,io,2_pre_n,concibio,,,3.070098107863076,9.676956353619829,137.63924274999238,136.56168680013792,0.2263492839756962,7.3707550087013445
2,S01,21_06_24_maestro_28,2021,same story,3,7.618412054157268,7.684441926776651,0.6235987501127074,e,1_pre_n,el,,,8.939586215817272,8.607452495639373,128.02326682095457,131.51598638021733,0.06602987261938242,7.651426990466959
3,S01,21_06_24_maestro_28,2021,same story,2,7.834109638047252,7.945626756248876,0.40790116622272343,ae,n,maestro,penultimate,whisper,-200.0,,,,0.11151711820162369,7.889868197148064
4,S01,21_06_24_maestro_28,2021,same story,1,8.1319777300858,8.242010804269976,0.11003307418417485,o,1_post_n,maestro,penultimate,whisper,-200.0,,,287.5503757667803,0.11003307418417485,8.186994267177887
0,S01,10_12_21_casa_114,2010,same topic,5,6.718104189882944,6.760104286840017,0.5678051943702966,e,3_pre_n,desde,,,12.76822710128985,10.669829769780883,175.715125892144,175.22166386972245,0.04200009695707241,6.739104238361481
1,S01,10_12_21_casa_114,2010,same topic,4,6.802104383797089,6.847335257443167,0.4838050004561518,e,2_pre_n,desde,,,9.727380274319259,9.60947562413242,167.94775409265836,167.20613392877732,0.04523087364607825,6.824719820620128
2,S01,10_12_21_casa_114,2010,same topic,3,6.9289123688405585,6.961220135730614,0.3569970154126825,u,1_pre_n,su,,creaky,-200.0,,166.3894619899017,167.93848466428355,0.03230776689005577,6.945066252285587
3,S01,10_12_21_casa_114,2010,same topic,2,7.036736378444988,7.101039089621311,0.2491730058082533,a,n,casa,penultimate,creaky,-215.2156242752779,5.343428236257052,,,0.06430271117632369,7.068887734033149
4,S01,10_12_21_casa_114,2010,same topic,1,7.1883070547891785,7.285909384253241,0.09760232946406244,a,1_post_n,casa,penultimate,whisper,-200.0,,,,0.09760232946406244,7.237108219521209
0,S01,21_06_14_pistas_67,2021,same topic,5,10.105866864907512,10.163677283828987,0.8955648552836273,a,3_pre_n,alguans,,,9.409185551130086,9.622833183584255,175.63633314604257,175.22256962242875,0.057810418921475204,10.13477207436825
1,S01,21_06_14_pistas_67,2021,same topic,4,10.252932605065123,10.297164494053602,0.7484991151260161,u,2_pre_n,alguans,,,10.173088752352143,10.31048055536452,138.723919468157,137.45214955915247,0.044231888988479184,10.275048549559362
2,S01,21_06_14_pistas_67,2021,same topic,3,10.350242760839777,10.406269820225184,0.6511889593513622,a,1_pre_n,alguans,,,10.086426101407028,11.20631776767614,134.2114009223974,133.18129505602965,0.056027059385407085,10.37825629053248
3,S01,21_06_14_pistas_67,2021,same topic,2,10.530835357341221,10.592760001925091,0.4705963628499177,i,n,pistas,penultimate,,-114.77820450110943,8.002552224666701,,,0.06192464458387015,10.561797679633155
4,S01,21_06_14_pistas_67,2021,same topic,1,10.744622820785535,10.837509787661341,0.2568088994056037,a,1_post_n,pistas,penultimate,whisper,-200.0,,,,0.09288696687580611,10.791066304223438
0,S01,10_12_21_denuncia_109,2010,same topic,5,9.37989871143032,9.429484282341111,0.7277292746117023,i,3_pre_n,y,,,10.323810235981203,10.118019314461927,176.85131777577087,176.18670067169282,0.04958557091079108,9.404691496885714
1,S01,10_12_21_denuncia_109,2010,same topic,4,9.474068422001457,9.56681094059102,0.6335595640405653,a,2_pre_n,la,,,11.31405028558501,8.267038686138594,150.5568202106428,154.49686228395194,0.09274251858956362,9.520439681296239
2,S01,10_12_21_denuncia_109,2010,same topic,3,9.593669791501032,9.65468438123248,0.5139581945409901,e,1_pre_n,denuncia,penultimate,,13.137002137734298,12.63625210572356,148.8692775486927,148.02996412263153,0.0610145897314478,9.624177086366757
3,S01,10_12_21_denuncia_109,2010,same topic,2,9.696006725986615,9.784502101929776,0.4116212600554068,u,n,denuncia,penultimate,creaky,11.353082065435046,11.152855192617398,125.64765258578966,126.80212191029646,0.08849537594316104,9.740254413958196
4,S01,10_12_21_denuncia_109,2010,same topic,1,9.941279672291442,10.107627986042022,0.16634831375058035,ia,1_post_n,denuncia,penultimate,whisper,-200.0,4.078704158247003,,,0.16634831375058035,10.024453829166731
0,S01,21_05_10_mundo_272,2021,same topic,5,6.942831758235045,7.018318415000873,0.7586475737894203,a,3_pre_n,escolarizadas,,,17.955943010285537,13.933883592892652,144.8176262520754,147.68676483239744,0.07548665676582722,6.980575086617959
1,S01,21_05_10_mundo_272,2021,same topic,4,7.073284427208999,7.151702604625927,0.6281949048154667,a,2_pre_n,escolarizadas,,,19.36159690165587,16.977635909331692,150.62620413344396,150.14079547264086,0.07841817741692836,7.112493515917463
2,S01,21_05_10_mundo_272,2021,same topic,3,7.244831371303326,7.291735701720928,0.45664796072113933,e,1_pre_n,del,,,7.390459584871823,7.585772787369451,146.86489336263617,148.14234605871027,0.046904330417601336,7.268283536512127
3,S01,21_05_10_mundo_272,2021,same topic,2,7.407530767439382,7.477887263065783,0.2939485645850839,u,n,mundo,penultimante,whisper,-200.0,,111.77652783139007,112.26423317784061,0.07035649562640156,7.442709015252582
4,S01,21_05_10_mundo_272,2021,same topic,1,7.620962574094865,7.701479332024466,0.08051675792960022,o,1_post_n,mundo,penultimante,whisper,-200.0,,,,0.08051675792960022,7.661220953059665
0,S01,21_06_14_cargos_65,2021,new topic,5,8.573964671115851,8.631036683363233,0.9089061897848154,e,3_pre_n,libertad,,,14.893565373282087,14.749889162630522,150.49234965531937,149.66895048367317,0.057072012247381565,8.602500677239542
